Product_ID,Barcode,Product_Name,Price,Weight_kg,Category,Sub_Category,Aisle_No,Partition_No,Shelf_No,Position_Tag,Side,Stock_Quantity,Reorder_Level
PROD00047,890100047,Origami Cling Wrap 500g,94,0.5,Household,Disposables,1,102,102.5,P102,Left,90,5
PROD00048,890100048,Sunfeast Penne 500g,62,0.5,Grains,Pasta,1,102,102.5,P102,Left,88,5
PROD00049,890100049,Britannia Whole Wheat 500g,138,0.5,Bakery,Bread,1,102,102.6,P102,Left,67,5
PROD00050,890100050,Mother Dairy Greek Yogurt 500ml,172,0.5,Dairy,Yogurt,1,102,102.6,P102,Left,73,5
PROD00051,890100051,Too Yumm Spicy Chips 500g,254,0.5,Snacks,Chips,1,102,102.6,P102,Left,75,5
PROD00052,890100052,Modern Brown Bread 500g,216,0.5,Bakery,Bread,1,102,102.6,P102,Left,26,5
PROD00053,890100053,Taj Mahal Green Tea 500g,256,0.5,Beverages,Tea,1,102,102.7,P102,Left,37,5
PROD00054,890100054,Parachute Hair Serum 500ml,426,0.5,Personal Care,Hair,1,102,102.7,P102,Left,45,5
PROD00055,890100055,Lays Banana Chips 500g,279,0.5,Snacks,Chips,1,102,102.7,P102,Left,61,5
PROD00056,890100056,Bambino Penne 500g,173,0.5,Grains,Pasta,1,102,102.7,P102,Left,72,5
PROD00057,890100057,Origami Toilet Roll 500g,156,0.5,Household,Paper,1,103,103.1,P103,Left,81,5
PROD00058,890100058,Haldiram's Mixed Nuts 500g,340,0.5,Snacks,Nuts,1,103,103.1,P103,Left,57,5
PROD00059,890100059,Pril Detergent 500ml,348,0.5,Household,Cleaning,1,103,103.1,P103,Left,12,5
PROD00060,890100060,Ponds Body Lotion 500ml,138,0.5,Personal Care,Skin,1,103,103.1,P103,Left,39,5
PROD00061,890100061,Nutraj Cashews 500g,185,0.5,Snacks,Nuts,1,103,103.2,P103,Left,45,5
PROD00062,890100062,Pillsbury Rava 500g,48,0.5,Grains,Flour,1,103,103.2,P103,Left,47,5
PROD00063,890100063,Tata Sampann Pistachios 500g,69,0.5,Snacks,Nuts,1,103,103.2,P103,Left,24,5
PROD00064,890100064,Pillsbury Cupcake 500g,271,0.5,Bakery,Cakes,1,103,103.2,P103,Left,37,5
PROD00065,890100065,Sprite Cola 500ml,139,0.5,Beverages,Soda,1,103,103.3,P103,Left,53,5
PROD00066,890100066,Fortune Maida 500g,317,0.5,Grains,Flour,1,103,103.3,P103,Left,89,5
PROD00067,890100067,Colgate Toothpaste 500g,299,0.5,Personal Care,Oral,1,103,103.3,P103,Left,72,5
PROD00068,890100068,Barilla Macaroni 500g,55,0.5,Grains,Pasta,1,103,103.3,P103,Left,39,5
PROD00069,890100069,Amul Full Cream Milk 500ml,261,0.5,Dairy,Milk,1,103,103.4,P103,Left,28,5
PROD00070,890100070,Govardhan Soy Milk 500ml,421,0.5,Dairy,Milk,1,103,103.4,P103,Left,11,5
PROD00071,890100071,Oral-B Toothpaste 500g,390,0.5,Personal Care,Oral,1,103,103.4,P103,Left,36,5
PROD00072,890100072,Ezee Garbage Bags 500g,200,0.5,Household,Disposables,1,103,103.4,P103,Left,25,5
PROD00073,890100073,Mother Dairy Cheese Spread 500g,203,0.5,Dairy,Cheese,1,103,103.5,P103,Left,32,5
PROD00074,890100074,Elite Croissant 500g,165,0.5,Bakery,Cakes,1,103,103.5,P103,Left,25,5
PROD00075,890100075,B Natural Mixed Fruit 500ml,336,0.5,Beverages,Juice,1,103,103.5,P103,Left,45,5
PROD00076,890100076,Elite Swiss Roll 500g,495,0.5,Bakery,Cakes,1,103,103.5,P103,Left,41,5
PROD00077,890100077,Ezee Paper Cups 500g,291,0.5,Household,Disposables,1,103,103.6,P103,Left,45,5
PROD00078,890100078,Britannia Sourdough 500g,468,0.5,Bakery,Bread,1,103,103.6,P103,Left,43,5
PROD00079,890100079,Aashirvaad Rava 500g,496,0.5,Grains,Flour,1,103,103.6,P103,Left,63,5
PROD00080,890100080,Head & Shoulders Shampoo 500ml,118,0.5,Personal Care,Hair,1,103,103.6,P103,Left,28,5
PROD00081,890100081,Tong Garden Mixed Nuts 500g,288,0.5,Snacks,Nuts,1,103,103.7,P103,Left,63,5
PROD00082,890100082,Doritos Nachos 500g,81,0.5,Snacks,Chips,1,103,103.7,P103,Left,30,5
PROD00083,890100083,Mother Dairy Lassi 500ml,76,0.5,Dairy,Yogurt,1,103,103.7,P103,Left,100,5
PROD00084,890100084,Aashirvaad Besan 500g,324,0.5,Grains,Flour,1,103,103.7,P103,Left,34,5
PROD00085,890100085,English Oven Whole Wheat 500g,291,0.5,Bakery,Bread,1,104,104.1,P104,Left,67,5
PROD00086,890100086,Pepsi Cola 500ml,462,0.5,Beverages,Soda,1,104,104.1,P104,Left,14,5
PROD00087,890100087,Govardhan Toned Milk 500ml,304,0.5,Dairy,Milk,1,104,104.1,P104,Left,67,5
PROD00088,890100088,Pillsbury Besan 500g,267,0.5,Grains,Flour,1,104,104.1,P104,Left,15,5
PROD00089,890100089,Elite Croissant 500g,347,0.5,Bakery,Cakes,1,104,104.2,P104,Left,34,5
PROD00090,890100090,Harvest Gold Multigrain 500g,64,0.5,Bakery,Bread,1,104,104.2,P104,Left,11,5
PROD00091,890100091,Go Mozzarella 500g,227,0.5,Dairy,Cheese,1,104,104.2,P104,Left,67,5
PROD00092,890100092,Tong Garden Pistachios 500g,374,0.5,Snacks,Nuts,1,104,104.2,P104,Left,21,5
PROD00093,890100093,Dark Fantasy Marie 500g,217,0.5,Snacks,Biscuits,1,104,104.3,P104,Left,75,5
PROD00094,890100094,Britannia Fruit Cake 500g,189,0.5,Bakery,Cakes,1,104,104.3,P104,Left,29,5
PROD00095,890100095,Pepsodent Toothbrush 500g,61,0.5,Personal Care,Oral,1,104,104.3,P104,Left,83,5
PROD00096,890100096,Bambino Noodles 500g,382,0.5,Grains,Pasta,1,104,104.3,P104,Left,74,5
PROD00097,890100097,Parekh Paper Cups 500g,45,0.5,Household,Disposables,1,104,104.4,P104,Left,43,5
PROD00098,890100098,Paseo Paper Napkins 500g,179,0.5,Household,Paper,1,104,104.4,P104,Left,24,5
PROD00099,890100099,Pantene Conditioner 500ml,54,0.5,Personal Care,Hair,1,104,104.4,P104,Left,89,5
PROD00100,890100100,Vim Glass Cleaner 500ml,310,0.5,Household,Cleaning,1,104,104.4,P104,Left,99,5
PROD00101,890100101,Lipton Tea Bags 500g,307,0.5,Beverages,Tea,1,104,104.5,P104,Left,98,5
PROD00102,890100102,Kohinoor Jasmine Rice 500g,259,0.5,Grains,Rice,1,104,104.5,P104,Left,75,5
PROD00103,890100103,Haldiram's Pistachios 500g,163,0.5,Snacks,Nuts,1,104,104.5,P104,Left,75,5
PROD00104,890100104,Nandini Almond Milk 500ml,228,0.5,Dairy,Milk,1,104,104.5,P104,Left,94,5
PROD00105,890100105,Pril Glass Cleaner 500ml,35,0.5,Household,Cleaning,1,104,104.6,P104,Left,79,5
PROD00106,890100106,Modern Sourdough 500g,45,0.5,Bakery,Bread,1,104,104.6,P104,Left,57,5
PROD00107,890100107,Parekh Garbage Bags 500g,232,0.5,Household,Disposables,1,104,104.6,P104,Left,64,5
PROD00108,890100108,Tong Garden Cashews 500g,413,0.5,Snacks,Nuts,1,104,104.6,P104,Left,10,5
PROD00109,890100109,Origami Paper Napkins 500g,473,0.5,Household,Paper,1,104,104.7,P104,Left,36,5
PROD00110,890100110,Wagh Bakri Tea Bags 500g,257,0.5,Beverages,Tea,1,104,104.7,P104,Left,36,5
PROD00111,890100111,Barilla Penne 500g,286,0.5,Grains,Pasta,1,104,104.7,P104,Left,97,5
PROD00112,890100112,Oreo Marie 500g,205,0.5,Snacks,Biscuits,1,104,104.7,P104,Left,89,5
PROD00113,890100113,Taj Mahal Green Tea 500g,466,0.5,Beverages,Tea,1,105,105.1,P105,Left,95,5
PROD00114,890100114,Nestle Toned Milk 500ml,310,0.5,Dairy,Milk,1,105,105.1,P105,Left,43,5
PROD00115,890100115,Davidoff Filter Coffee 500g,460,0.5,Beverages,Coffee,1,105,105.1,P105,Left,40,5
PROD00116,890100116,Selpak Tissues 500g,345,0.5,Household,Paper,1,105,105.1,P105,Left,69,5
PROD00117,890100117,Maggi Noodles 500g,194,0.5,Grains,Pasta,1,105,105.2,P105,Left,44,5
PROD00118,890100118,Doritos Potato Chips 500g,476,0.5,Snacks,Chips,1,105,105.2,P105,Left,51,5
PROD00119,890100119,Amul Paneer 500g,175,0.5,Dairy,Cheese,1,105,105.2,P105,Left,34,5
PROD00120,890100120,Amul Toned Milk 500ml,52,0.5,Dairy,Milk,1,105,105.2,P105,Left,41,5
PROD00121,890100121,Milky Mist Plain Curd 500ml,242,0.5,Dairy,Yogurt,1,105,105.3,P105,Left,12,5
PROD00122,890100122,Pillsbury Chocolate Muffin 500g,81,0.5,Bakery,Cakes,1,105,105.3,P105,Left,85,5
PROD00123,890100123,Modern Sourdough 500g,254,0.5,Bakery,Bread,1,105,105.3,P105,Left,50,5
PROD00124,890100124,Parle Marie 500g,277,0.5,Snacks,Biscuits,1,105,105.3,P105,Left,56,5
PROD00125,890100125,Bambino Noodles 500g,249,0.5,Grains,Pasta,1,105,105.4,P105,Left,38,5
PROD00126,890100126,Amul Mishti Doi 500ml,361,0.5,Dairy,Yogurt,1,105,105.4,P105,Left,40,5
PROD00127,890100127,Bru Filter Coffee 500g,253,0.5,Beverages,Coffee,1,105,105.4,P105,Left,10,5
PROD00128,890100128,Britannia Sourdough 500g,387,0.5,Bakery,Bread,1,105,105.4,P105,Left,97,5
PROD00129,890100129,Fortune Rice Flour 500g,55,0.5,Grains,Flour,1,105,105.5,P105,Left,82,5
PROD00130,890100130,Aashirvaad Basmati Rice 500g,52,0.5,Grains,Rice,1,105,105.5,P105,Left,98,5
PROD00131,890100131,CloseUp Toothbrush 500g,91,0.5,Personal Care,Oral,1,105,105.5,P105,Left,52,5
PROD00132,890100132,Nature Fresh Maida 500g,36,0.5,Grains,Flour,1,105,105.5,P105,Left,50,5
PROD00133,890100133,Milky Mist Greek Yogurt 500ml,480,0.5,Dairy,Yogurt,1,105,105.6,P105,Left,79,5
PROD00134,890100134,Pears Hand Wash 500g,181,0.5,Personal Care,Soap,1,105,105.6,P105,Left,20,5
PROD00135,890100135,Epigamia Plain Curd 500ml,30,0.5,Dairy,Yogurt,1,105,105.6,P105,Left,58,5
PROD00136,890100136,Mother Dairy Soy Milk 500ml,452,0.5,Dairy,Milk,1,105,105.6,P105,Left,67,5
PROD00137,890100137,Aashirvaad Besan 500g,178,0.5,Grains,Flour,1,105,105.7,P105,Left,96,5
PROD00138,890100138,Origami Aluminium Foil 500g,474,0.5,Household,Disposables,1,105,105.7,P105,Left,96,5
PROD00139,890100139,Epigamia Plain Curd 500ml,46,0.5,Dairy,Yogurt,1,105,105.7,P105,Left,88,5
PROD00140,890100140,Unibic Marie 500g,461,0.5,Snacks,Biscuits,1,105,105.7,P105,Left,72,5
PROD00141,890100141,Sunrise Roasted Beans 500g,431,0.5,Beverages,Coffee,1,106,106.1,P106,Left,100,5
PROD00142,890100142,Haldiram's Onion Rings 500g,131,0.5,Snacks,Chips,1,106,106.1,P106,Left,68,5
PROD00143,890100143,Pillsbury Fruit Cake 500g,327,0.5,Bakery,Cakes,1,106,106.1,P106,Left,89,5
PROD00144,890100144,Epigamia Plain Curd 500ml,412,0.5,Dairy,Yogurt,1,106,106.1,P106,Left,12,5
PROD00145,890100145,Pillsbury Maida 500g,131,0.5,Grains,Flour,1,106,106.2,P106,Left,65,5
PROD00146,890100146,Epigamia Lassi 500ml,407,0.5,Dairy,Yogurt,1,106,106.2,P106,Left,85,5
PROD00147,890100147,Sprite Club Soda 500ml,280,0.5,Beverages,Soda,1,106,106.2,P106,Left,57,5
PROD00148,890100148,Origami Cling Wrap 500g,346,0.5,Household,Disposables,1,106,106.2,P106,Left,56,5
PROD00149,890100149,Happilo Mixed Nuts 500g,65,0.5,Snacks,Nuts,1,106,106.3,P106,Left,75,5
PROD00150,890100150,Aashirvaad Maida 500g,330,0.5,Grains,Flour,1,106,106.3,P106,Left,67,5
PROD00151,890100151,Himalaya Moisturizer 500ml,484,0.5,Personal Care,Skin,1,106,106.3,P106,Left,94,5
PROD00152,890100152,Paper Boat Mixed Fruit 500ml,255,0.5,Beverages,Juice,1,106,106.3,P106,Left,72,5
PROD00153,890100153,Mother Dairy Plain Curd 500ml,425,0.5,Dairy,Yogurt,1,106,106.4,P106,Left,91,5
PROD00154,890100154,Britannia Croissant 500g,271,0.5,Bakery,Cakes,1,106,106.4,P106,Left,35,5
PROD00155,890100155,Happilo Mixed Nuts 500g,289,0.5,Snacks,Nuts,1,106,106.4,P106,Left,65,5
PROD00156,890100156,Bru Filter Coffee 500g,143,0.5,Beverages,Coffee,1,106,106.4,P106,Left,26,5
PROD00157,890100157,Haldiram's Nachos 500g,157,0.5,Snacks,Chips,1,106,106.5,P106,Left,53,5
PROD00158,890100158,Bingo Nachos 500g,83,0.5,Snacks,Chips,1,106,106.5,P106,Left,28,5
PROD00159,890100159,Lizol Floor Cleaner 500ml,68,0.5,Household,Cleaning,1,106,106.5,P106,Left,31,5
PROD00160,890100160,Lux Shower Gel 500g,46,0.5,Personal Care,Soap,1,106,106.5,P106,Left,65,5
PROD00161,890100161,Lipton Masala Chai 500g,425,0.5,Beverages,Tea,1,106,106.6,P106,Left,14,5
PROD00162,890100162,Britannia Bourbon 500g,205,0.5,Snacks,Biscuits,1,106,106.6,P106,Left,44,5
PROD00163,890100163,English Oven Multigrain 500g,407,0.5,Bakery,Bread,1,106,106.6,P106,Left,23,5
PROD00164,890100164,Dark Fantasy Cream Cracker 500g,318,0.5,Snacks,Biscuits,1,106,106.6,P106,Left,100,5
PROD00165,890100165,Barilla Spaghetti 500g,348,0.5,Grains,Pasta,1,106,106.7,P106,Left,92,5
PROD00166,890100166,Limca Club Soda 500ml,291,0.5,Beverages,Soda,1,106,106.7,P106,Left,16,5
PROD00167,890100167,Lizol Dish Liquid 500ml,329,0.5,Household,Cleaning,1,106,106.7,P106,Left,77,5
PROD00168,890100168,Mother Dairy Fruit Yogurt 500ml,228,0.5,Dairy,Yogurt,1,106,106.7,P106,Left,52,5
PROD00169,890100169,Tresemme Conditioner 500ml,450,0.5,Personal Care,Hair,1,107,107.1,P107,Right,13,5
PROD00170,890100170,Epigamia Greek Yogurt 500ml,101,0.5,Dairy,Yogurt,1,107,107.1,P107,Right,80,5
PROD00171,890100171,Ezee Paper Cups 500g,230,0.5,Household,Disposables,1,107,107.1,P107,Right,23,5
PROD00172,890100172,Nestle Plain Curd 500ml,88,0.5,Dairy,Yogurt,1,107,107.1,P107,Right,11,5
PROD00173,890100173,Raw Pressery Mango Juice 500ml,92,0.5,Beverages,Juice,1,107,107.2,P107,Right,87,5
PROD00174,890100174,Selpak Tissues 500g,418,0.5,Household,Paper,1,107,107.2,P107,Right,90,5
PROD00175,890100175,Mother Dairy Fruit Yogurt 500ml,112,0.5,Dairy,Yogurt,1,107,107.2,P107,Right,34,5
PROD00176,890100176,Amul Fruit Yogurt 500ml,489,0.5,Dairy,Yogurt,1,107,107.2,P107,Right,16,5
PROD00177,890100177,Britannia Chocolate Muffin 500g,370,0.5,Bakery,Cakes,1,107,107.3,P107,Right,34,5
PROD00178,890100178,Fortune Wheat Atta 500g,166,0.5,Grains,Flour,1,107,107.3,P107,Right,11,5
PROD00179,890100179,Modern Whole Wheat 500g,46,0.5,Bakery,Bread,1,107,107.3,P107,Right,62,5
PROD00180,890100180,Lipton Green Tea 500g,26,0.5,Beverages,Tea,1,107,107.3,P107,Right,73,5
PROD00181,890100181,Paseo Paper Napkins 500g,354,0.5,Household,Paper,1,107,107.4,P107,Right,30,5
PROD00182,890100182,Amul Lassi 500ml,214,0.5,Dairy,Yogurt,1,107,107.4,P107,Right,37,5
PROD00183,890100183,Milky Mist Plain Curd 500ml,136,0.5,Dairy,Yogurt,1,107,107.4,P107,Right,52,5
PROD00184,890100184,Parekh Garbage Bags 500g,188,0.5,Household,Disposables,1,107,107.4,P107,Right,18,5
PROD00185,890100185,Tata Tea Masala Chai 500g,253,0.5,Beverages,Tea,1,107,107.5,P107,Right,63,5
PROD00186,890100186,Fiama Body Wash 500g,62,0.5,Personal Care,Soap,1,107,107.5,P107,Right,40,5
PROD00187,890100187,Fiama Hand Wash 500g,262,0.5,Personal Care,Soap,1,107,107.5,P107,Right,22,5
PROD00188,890100188,Origami Aluminium Foil 500g,438,0.5,Household,Disposables,1,107,107.5,P107,Right,100,5
PROD00189,890100189,Haldiram's Salted Chips 500g,49,0.5,Snacks,Chips,1,107,107.6,P107,Right,15,5
PROD00190,890100190,Premier Toilet Roll 500g,343,0.5,Household,Paper,1,107,107.6,P107,Right,85,5
PROD00191,890100191,Domex Glass Cleaner 500ml,325,0.5,Household,Cleaning,1,107,107.6,P107,Right,79,5
PROD00192,890100192,Wagh Bakri Tea Bags 500g,22,0.5,Beverages,Tea,1,107,107.6,P107,Right,69,5
PROD00193,890100193,Fortune Rava 500g,451,0.5,Grains,Flour,1,107,107.7,P107,Right,43,5
PROD00194,890100194,Sunfeast Bourbon 500g,299,0.5,Snacks,Biscuits,1,107,107.7,P107,Right,42,5
PROD00195,890100195,Nivea Face Wash 500ml,73,0.5,Personal Care,Skin,1,107,107.7,P107,Right,10,5
PROD00196,890100196,Mother Dairy Cheese Spread 500g,308,0.5,Dairy,Cheese,1,107,107.7,P107,Right,53,5
PROD00197,890100197,Lays Spicy Chips 500g,353,0.5,Snacks,Chips,1,108,108.1,P108,Right,48,5
PROD00198,890100198,Red Label Earl Grey 500g,34,0.5,Beverages,Tea,1,108,108.1,P108,Right,12,5
PROD00199,890100199,Tong Garden Walnuts 500g,413,0.5,Snacks,Nuts,1,108,108.1,P108,Right,87,5
PROD00200,890100200,Tong Garden Walnuts 500g,277,0.5,Snacks,Nuts,1,108,108.1,P108,Right,74,5
PROD00201,890100201,Monginis Bun 500g,177,0.5,Bakery,Cakes,1,108,108.2,P108,Right,95,5
PROD00202,890100202,Oral-B Mouthwash 500g,427,0.5,Personal Care,Oral,1,108,108.2,P108,Right,80,5
PROD00203,890100203,Amul Cheese Block 500g,258,0.5,Dairy,Cheese,1,108,108.2,P108,Right,48,5
PROD00204,890100204,Nutraj Almonds 500g,256,0.5,Snacks,Nuts,1,108,108.2,P108,Right,77,5
PROD00205,890100205,Britannia White Bread 500g,369,0.5,Bakery,Bread,1,108,108.3,P108,Right,96,5
PROD00206,890100206,Nescafe Filter Coffee 500g,198,0.5,Beverages,Coffee,1,108,108.3,P108,Right,90,5
PROD00207,890100207,Fortune Besan 500g,453,0.5,Grains,Flour,1,108,108.3,P108,Right,42,5
PROD00208,890100208,Parle Digestive 500g,363,0.5,Snacks,Biscuits,1,108,108.3,P108,Right,68,5
PROD00209,890100209,Himalaya Moisturizer 500ml,405,0.5,Personal Care,Skin,1,108,108.4,P108,Right,13,5
PROD00210,890100210,Modern Sourdough 500g,145,0.5,Bakery,Bread,1,108,108.4,P108,Right,65,5
PROD00211,890100211,Fortune Basmati Rice 500g,96,0.5,Grains,Rice,1,108,108.4,P108,Right,65,5
PROD00212,890100212,Mother Dairy Toned Milk 500ml,160,0.5,Dairy,Milk,1,108,108.4,P108,Right,23,5
PROD00213,890100213,Britannia Fruit Cake 500g,425,0.5,Bakery,Cakes,1,108,108.5,P108,Right,43,5
PROD00214,890100214,Oreo Digestive 500g,496,0.5,Snacks,Biscuits,1,108,108.5,P108,Right,26,5
PROD00215,890100215,Milky Mist Plain Curd 500ml,32,0.5,Dairy,Yogurt,1,108,108.5,P108,Right,68,5
PROD00216,890100216,Premier Paper Napkins 500g,393,0.5,Household,Paper,1,108,108.5,P108,Right,95,5
PROD00217,890100217,Elite Fruit Cake 500g,499,0.5,Bakery,Cakes,1,108,108.6,P108,Right,77,5
PROD00218,890100218,Modern Brown Bread 500g,106,0.5,Bakery,Bread,1,108,108.6,P108,Right,69,5
PROD00219,890100219,Nandini Full Cream Milk 500ml,386,0.5,Dairy,Milk,1,108,108.6,P108,Right,98,5
PROD00220,890100220,Tong Garden Walnuts 500g,53,0.5,Snacks,Nuts,1,108,108.6,P108,Right,74,5
PROD00221,890100221,Cinthol Hand Wash 500g,280,0.5,Personal Care,Soap,1,108,108.7,P108,Right,30,5
PROD00222,890100222,Amul Almond Milk 500ml,322,0.5,Dairy,Milk,1,108,108.7,P108,Right,12,5
PROD00223,890100223,Bru Instant Coffee 500g,236,0.5,Beverages,Coffee,1,108,108.7,P108,Right,35,5
PROD00224,890100224,Coca Cola Cola 500ml,468,0.5,Beverages,Soda,1,108,108.7,P108,Right,38,5
PROD00225,890100225,Haldiram's Banana Chips 500g,166,0.5,Snacks,Chips,1,109,109.1,P109,Right,94,5
PROD00226,890100226,Unibic Bourbon 500g,470,0.5,Snacks,Biscuits,1,109,109.1,P109,Right,62,5
PROD00227,890100227,Sensodyne Toothpaste 500g,485,0.5,Personal Care,Oral,1,109,109.1,P109,Right,10,5
PROD00228,890100228,Monginis Croissant 500g,71,0.5,Bakery,Cakes,1,109,109.1,P109,Right,88,5
PROD00229,890100229,Mother Dairy Mishti Doi 500ml,103,0.5,Dairy,Yogurt,1,109,109.2,P109,Right,24,5
PROD00230,890100230,Britannia Whole Wheat 500g,248,0.5,Bakery,Bread,1,109,109.2,P109,Right,85,5
PROD00231,890100231,Pringles Banana Chips 500g,123,0.5,Snacks,Chips,1,109,109.2,P109,Right,24,5
PROD00232,890100232,Nature Fresh Maida 500g,466,0.5,Grains,Flour,1,109,109.2,P109,Right,37,5
PROD00233,890100233,Cetaphil Sunscreen 500ml,391,0.5,Personal Care,Skin,1,109,109.3,P109,Right,71,5
PROD00234,890100234,Parekh Cling Wrap 500g,85,0.5,Household,Disposables,1,109,109.3,P109,Right,65,5
PROD00235,890100235,Tata Tea Black Tea 500g,207,0.5,Beverages,Tea,1,109,109.3,P109,Right,77,5
PROD00236,890100236,Sunfeast Digestive 500g,403,0.5,Snacks,Biscuits,1,109,109.3,P109,Right,12,5
PROD00237,890100237,Vaseline Sunscreen 500ml,46,0.5,Personal Care,Skin,1,109,109.4,P109,Right,79,5
