Product_ID,Barcode,Product_Name,Price,Weight_kg,Category,Sub_Category,Aisle_No,Partition_No,Shelf_No,Position_Tag,Side,Stock_Quantity,Reorder_Level
PROD00792,8901000792,Starbucks VIA Colombia Instant 1L,850,1.0,Beverages,Coffee,1,103,103.3,P103,Left,50,5
PROD00790,8901000790,Starbucks VIA Colombia Instant 250ml,275,0.25,Beverages,Coffee,1,103,103.3,P103,Left,50,5
PROD00110,8901000110,Starbucks VIA Colombia Instant 26g,500,0.026,Beverages,Coffee,1,103,103.3,P103,Left,50,5
PROD00793,8901000793,Starbucks VIA Colombia Instant 2L,900,2.0,Beverages,Coffee,1,103,103.4,P103,Left,50,5
PROD00791,8901000791,Starbucks VIA Colombia Instant 500ml,450,0.5,Beverages,Coffee,1,103,103.4,P103,Left,50,5
PROD00776,8901000776,Sunrise Special Coffee Powder 1L,332,1.0,Beverages,Coffee,1,103,103.4,P103,Left,50,5
PROD00106,8901000106,Sunrise Special Coffee Powder 200g,195,0.2,Beverages,Coffee,1,103,103.4,P103,Left,50,5
PROD00774,8901000774,Sunrise Special Coffee Powder 250ml,107,0.25,Beverages,Coffee,1,103,103.5,P103,Left,50,5
PROD00777,8901000777,Sunrise Special Coffee Powder 2L,351,2.0,Beverages,Coffee,1,103,103.5,P103,Left,50,5
PROD00775,8901000775,Sunrise Special Coffee Powder 500ml,176,0.5,Beverages,Coffee,1,103,103.5,P103,Left,50,5
PROD00884,8901000884,Monster Energy Original 1L,255,1.0,Beverages,Energy,1,103,103.5,P103,Left,50,5
PROD00883,8901000883,Monster Energy Original 250ml,82,0.25,Beverages,Energy,1,103,103.6,P103,Left,50,5
PROD00885,8901000885,Monster Energy Original 2L,270,2.0,Beverages,Energy,1,103,103.6,P103,Left,50,5
PROD00137,8901000137,Monster Energy Original 500ml,150,0.5,Beverages,Energy,1,103,103.6,P103,Left,50,5
PROD00881,8901000881,Red Bull Energy Drink 1L,212,1.0,Beverages,Energy,1,103,103.6,P103,Left,50,5
PROD00136,8901000136,Red Bull Energy Drink 250ml,125,0.25,Beverages,Energy,1,103,103.7,P103,Left,50,5
PROD00882,8901000882,Red Bull Energy Drink 2L,225,2.0,Beverages,Energy,1,103,103.7,P103,Left,50,5
PROD00880,8901000880,Red Bull Energy Drink 500ml,112,0.5,Beverages,Energy,1,103,103.7,P103,Left,50,5
PROD00114,8901000114,B Natural Mixed Fruit Juice 1L,90,1.0,Beverages,Juice,1,103,103.7,P103,Left,50,5
PROD00803,8901000803,B Natural Mixed Fruit Juice 250ml,50,0.25,Beverages,Juice,1,104,104.1,P104,Left,50,5
PROD00805,8901000805,B Natural Mixed Fruit Juice 2L,162,2.0,Beverages,Juice,1,104,104.1,P104,Left,50,5
PROD00804,8901000804,B Natural Mixed Fruit Juice 500ml,81,0.5,Beverages,Juice,1,104,104.1,P104,Left,50,5
PROD00121,8901000121,Dabur Real Pomegranate Juice 1L,135,1.0,Beverages,Juice,1,104,104.1,P104,Left,50,5
PROD00826,8901000826,Dabur Real Pomegranate Juice 250ml,74,0.25,Beverages,Juice,1,104,104.2,P104,Left,50,5
PROD00828,8901000828,Dabur Real Pomegranate Juice 2L,243,2.0,Beverages,Juice,1,104,104.2,P104,Left,50,5
PROD00827,8901000827,Dabur Real Pomegranate Juice 500ml,122,0.5,Beverages,Juice,1,104,104.2,P104,Left,50,5
PROD00834,8901000834,Maaza Mango 1L,68,1.0,Beverages,Juice,1,104,104.2,P104,Left,50,5
PROD00832,8901000832,Maaza Mango 250ml,22,0.25,Beverages,Juice,1,104,104.3,P104,Left,50,5
PROD00835,8901000835,Maaza Mango 2L,72,2.0,Beverages,Juice,1,104,104.3,P104,Left,50,5
PROD00833,8901000833,Maaza Mango 500ml,36,0.5,Beverages,Juice,1,104,104.3,P104,Left,50,5
PROD00123,8901000123,Maaza Mango 600ml,40,0.6,Beverages,Juice,1,104,104.3,P104,Left,50,5
PROD00818,8901000818,Minute Maid Pulpy Orange 1L,51,1.0,Beverages,Juice,1,104,104.4,P104,Left,50,5
PROD00816,8901000816,Minute Maid Pulpy Orange 250ml,16,0.25,Beverages,Juice,1,104,104.4,P104,Left,50,5
PROD00819,8901000819,Minute Maid Pulpy Orange 2L,54,2.0,Beverages,Juice,1,104,104.4,P104,Left,50,5
PROD00118,8901000118,Minute Maid Pulpy Orange 400ml,30,0.4,Beverages,Juice,1,104,104.4,P104,Left,50,5
PROD00817,8901000817,Minute Maid Pulpy Orange 500ml,27,0.5,Beverages,Juice,1,104,104.5,P104,Left,50,5
PROD00810,8901000810,Paperboat Aamras 1L,51,1.0,Beverages,Juice,1,104,104.5,P104,Left,50,5
PROD00116,8901000116,Paperboat Aamras 250ml,30,0.25,Beverages,Juice,1,104,104.5,P104,Left,50,5
PROD00811,8901000811,Paperboat Aamras 2L,54,2.0,Beverages,Juice,1,104,104.5,P104,Left,50,5
PROD00809,8901000809,Paperboat Aamras 500ml,27,0.5,Beverages,Juice,1,104,104.6,P104,Left,50,5
PROD00814,8901000814,Paperboat Jamun Kala Khatta 1L,42,1.0,Beverages,Juice,1,104,104.6,P104,Left,50,5
PROD00117,8901000117,Paperboat Jamun Kala Khatta 200ml,25,0.2,Beverages,Juice,1,104,104.6,P104,Left,50,5
PROD00812,8901000812,Paperboat Jamun Kala Khatta 250ml,14,0.25,Beverages,Juice,1,104,104.6,P104,Left,50,5
PROD00815,8901000815,Paperboat Jamun Kala Khatta 2L,45,2.0,Beverages,Juice,1,104,104.7,P104,Left,50,5
PROD00813,8901000813,Paperboat Jamun Kala Khatta 500ml,22,0.5,Beverages,Juice,1,104,104.7,P104,Left,50,5
PROD00120,8901000120,Patanjali Amla Juice 1L,110,1.0,Beverages,Juice,1,104,104.7,P104,Left,50,5
PROD00823,8901000823,Patanjali Amla Juice 250ml,61,0.25,Beverages,Juice,1,104,104.7,P104,Left,50,5
PROD00825,8901000825,Patanjali Amla Juice 2L,198,2.0,Beverages,Juice,1,105,105.1,P105,Left,50,5
PROD00824,8901000824,Patanjali Amla Juice 500ml,99,0.5,Beverages,Juice,1,105,105.1,P105,Left,50,5
PROD00821,8901000821,Raw Pressery Apple Celery Spinach 1L,153,1.0,Beverages,Juice,1,105,105.1,P105,Left,50,5
PROD00119,8901000119,Raw Pressery Apple Celery Spinach 250ml,90,0.25,Beverages,Juice,1,105,105.1,P105,Left,50,5
PROD00822,8901000822,Raw Pressery Apple Celery Spinach 2L,162,2.0,Beverages,Juice,1,105,105.2,P105,Left,50,5
PROD00820,8901000820,Raw Pressery Apple Celery Spinach 500ml,81,0.5,Beverages,Juice,1,105,105.2,P105,Left,50,5
PROD00112,8901000112,Real Fruit Power Apple 1L,100,1.0,Beverages,Juice,1,105,105.2,P105,Left,50,5
PROD00797,8901000797,Real Fruit Power Apple 250ml,55,0.25,Beverages,Juice,1,105,105.2,P105,Left,50,5
PROD00799,8901000799,Real Fruit Power Apple 2L,180,2.0,Beverages,Juice,1,105,105.3,P105,Left,50,5
PROD00798,8901000798,Real Fruit Power Apple 500ml,90,0.5,Beverages,Juice,1,105,105.3,P105,Left,50,5
PROD00115,8901000115,Real Guava Fruit Juice 1L,95,1.0,Beverages,Juice,1,105,105.3,P105,Left,50,5
PROD00806,8901000806,Real Guava Fruit Juice 250ml,52,0.25,Beverages,Juice,1,105,105.3,P105,Left,50,5
PROD00808,8901000808,Real Guava Fruit Juice 2L,171,2.0,Beverages,Juice,1,105,105.4,P105,Left,50,5
PROD00807,8901000807,Real Guava Fruit Juice 500ml,86,0.5,Beverages,Juice,1,105,105.4,P105,Left,50,5
PROD00122,8901000122,Slice Mango Drink 1L,55,1.0,Beverages,Juice,1,105,105.4,P105,Left,50,5
PROD00829,8901000829,Slice Mango Drink 250ml,30,0.25,Beverages,Juice,1,105,105.4,P105,Left,50,5
PROD00831,8901000831,Slice Mango Drink 2L,99,2.0,Beverages,Juice,1,105,105.5,P105,Left,50,5
PROD00830,8901000830,Slice Mango Drink 500ml,50,0.5,Beverages,Juice,1,105,105.5,P105,Left,50,5
PROD00113,8901000113,Tropicana Mixed Fruit 1L,115,1.0,Beverages,Juice,1,105,105.5,P105,Left,50,5
PROD00800,8901000800,Tropicana Mixed Fruit 250ml,63,0.25,Beverages,Juice,1,105,105.5,P105,Left,50,5
PROD00802,8901000802,Tropicana Mixed Fruit 2L,207,2.0,Beverages,Juice,1,105,105.6,P105,Left,50,5
PROD00801,8901000801,Tropicana Mixed Fruit 500ml,104,0.5,Beverages,Juice,1,105,105.6,P105,Left,50,5
PROD00111,8901000111,Tropicana Orange 100% Juice 1L,120,1.0,Beverages,Juice,1,105,105.6,P105,Left,50,5
PROD00794,8901000794,Tropicana Orange 100% Juice 250ml,66,0.25,Beverages,Juice,1,105,105.6,P105,Left,50,5
PROD00796,8901000796,Tropicana Orange 100% Juice 2L,216,2.0,Beverages,Juice,1,105,105.7,P105,Left,50,5
PROD00795,8901000795,Tropicana Orange 100% Juice 500ml,108,0.5,Beverages,Juice,1,105,105.7,P105,Left,50,5
PROD00862,8901000862,7Up 1L,71,1.0,Beverages,Soda,1,105,105.7,P105,Left,50,5
PROD00860,8901000860,7Up 250ml,23,0.25,Beverages,Soda,1,105,105.7,P105,Left,50,5
PROD00863,8901000863,7Up 2L,76,2.0,Beverages,Soda,1,106,106.1,P106,Left,50,5
PROD00861,8901000861,7Up 500ml,38,0.5,Beverages,Soda,1,106,106.1,P106,Left,50,5
PROD00130,8901000130,7Up 750ml,42,0.75,Beverages,Soda,1,106,106.1,P106,Left,50,5
PROD00838,8901000838,Coca Cola 1L,75,1.0,Beverages,Soda,1,106,106.1,P106,Left,50,5
PROD00836,8901000836,Coca Cola 250ml,24,0.25,Beverages,Soda,1,106,106.2,P106,Left,50,5
PROD00839,8901000839,Coca Cola 2L,79,2.0,Beverages,Soda,1,106,106.2,P106,Left,50,5
PROD00837,8901000837,Coca Cola 500ml,40,0.5,Beverages,Soda,1,106,106.2,P106,Left,50,5
PROD00124,8901000124,Coca Cola 750ml,44,0.75,Beverages,Soda,1,106,106.2,P106,Left,50,5
PROD00858,8901000858,Fanta Orange 1L,71,1.0,Beverages,Soda,1,106,106.3,P106,Left,50,5
PROD00856,8901000856,Fanta Orange 250ml,23,0.25,Beverages,Soda,1,106,106.3,P106,Left,50,5
PROD00859,8901000859,Fanta Orange 2L,76,2.0,Beverages,Soda,1,106,106.3,P106,Left,50,5
PROD00857,8901000857,Fanta Orange 500ml,38,0.5,Beverages,Soda,1,106,106.3,P106,Left,50,5
PROD00129,8901000129,Fanta Orange 750ml,42,0.75,Beverages,Soda,1,106,106.4,P106,Left,50,5
PROD00869,8901000869,Kinley Club Soda 1L,34,1.0,Beverages,Soda,1,106,106.4,P106,Left,50,5
PROD00868,8901000868,Kinley Club Soda 250ml,11,0.25,Beverages,Soda,1,106,106.4,P106,Left,50,5
PROD00870,8901000870,Kinley Club Soda 2L,36,2.0,Beverages,Soda,1,106,106.4,P106,Left,50,5
PROD00132,8901000132,Kinley Club Soda 500ml,20,0.5,Beverages,Soda,1,106,106.5,P106,Left,50,5
PROD00854,8901000854,Limca 1L,71,1.0,Beverages,Soda,1,106,106.5,P106,Left,50,5
PROD00852,8901000852,Limca 250ml,23,0.25,Beverages,Soda,1,106,106.5,P106,Left,50,5
PROD00855,8901000855,Limca 2L,76,2.0,Beverages,Soda,1,106,106.5,P106,Left,50,5
PROD00853,8901000853,Limca 500ml,38,0.5,Beverages,Soda,1,106,106.6,P106,Left,50,5
PROD00128,8901000128,Limca 750ml,42,0.75,Beverages,Soda,1,106,106.6,P106,Left,50,5
PROD00866,8901000866,Mountain Dew 1L,75,1.0,Beverages,Soda,1,106,106.6,P106,Left,50,5
PROD00864,8901000864,Mountain Dew 250ml,24,0.25,Beverages,Soda,1,106,106.6,P106,Left,50,5
PROD00867,8901000867,Mountain Dew 2L,79,2.0,Beverages,Soda,1,106,106.7,P106,Left,50,5
PROD00865,8901000865,Mountain Dew 500ml,40,0.5,Beverages,Soda,1,106,106.7,P106,Left,50,5
PROD00131,8901000131,Mountain Dew 750ml,44,0.75,Beverages,Soda,1,106,106.7,P106,Left,50,5
PROD00842,8901000842,Pepsi 1L,71,1.0,Beverages,Soda,1,106,106.7,P106,Left,50,5
PROD00840,8901000840,Pepsi 250ml,23,0.25,Beverages,Soda,1,107,107.1,P107,Right,50,5
PROD00843,8901000843,Pepsi 2L,76,2.0,Beverages,Soda,1,107,107.1,P107,Right,50,5
PROD00841,8901000841,Pepsi 500ml,38,0.5,Beverages,Soda,1,107,107.1,P107,Right,50,5
PROD00125,8901000125,Pepsi 750ml,42,0.75,Beverages,Soda,1,107,107.1,P107,Right,50,5
PROD00850,8901000850,Sprite 1L,71,1.0,Beverages,Soda,1,107,107.2,P107,Right,50,5
PROD00848,8901000848,Sprite 250ml,23,0.25,Beverages,Soda,1,107,107.2,P107,Right,50,5
PROD00851,8901000851,Sprite 2L,76,2.0,Beverages,Soda,1,107,107.2,P107,Right,50,5
PROD00849,8901000849,Sprite 500ml,38,0.5,Beverages,Soda,1,107,107.2,P107,Right,50,5
PROD00127,8901000127,Sprite 750ml,42,0.75,Beverages,Soda,1,107,107.3,P107,Right,50,5
PROD00846,8901000846,Thums Up 1L,75,1.0,Beverages,Soda,1,107,107.3,P107,Right,50,5
PROD00844,8901000844,Thums Up 250ml,24,0.25,Beverages,Soda,1,107,107.3,P107,Right,50,5
PROD00847,8901000847,Thums Up 2L,79,2.0,Beverages,Soda,1,107,107.3,P107,Right,50,5
PROD00845,8901000845,Thums Up 500ml,40,0.5,Beverages,Soda,1,107,107.4,P107,Right,50,5
PROD00126,8901000126,Thums Up 750ml,44,0.75,Beverages,Soda,1,107,107.4,P107,Right,50,5
PROD00716,8901000716,Brooke Bond Taaza Tea 1L,408,1.0,Beverages,Tea,1,107,107.4,P107,Right,50,5
PROD00714,8901000714,Brooke Bond Taaza Tea 250ml,132,0.25,Beverages,Tea,1,107,107.4,P107,Right,50,5
PROD00717,8901000717,Brooke Bond Taaza Tea 2L,432,2.0,Beverages,Tea,1,107,107.5,P107,Right,50,5
PROD00091,8901000091,Brooke Bond Taaza Tea 500g,240,0.5,Beverages,Tea,1,107,107.5,P107,Right,50,5
PROD00715,8901000715,Brooke Bond Taaza Tea 500ml,216,0.5,Beverages,Tea,1,107,107.5,P107,Right,50,5
PROD00744,8901000744,Himalaya Tulsi Green Tea 20 1L,170,1.0,Beverages,Tea,1,107,107.5,P107,Right,50,5
PROD00742,8901000742,Himalaya Tulsi Green Tea 20 250ml,55,0.25,Beverages,Tea,1,107,107.6,P107,Right,50,5
PROD00745,8901000745,Himalaya Tulsi Green Tea 20 2L,180,2.0,Beverages,Tea,1,107,107.6,P107,Right,50,5
PROD00743,8901000743,Himalaya Tulsi Green Tea 20 500ml,90,0.5,Beverages,Tea,1,107,107.6,P107,Right,50,5
PROD00098,8901000098,Himalaya Tulsi Green Tea 20 bags,100,0.03,Beverages,Tea,1,107,107.6,P107,Right,50,5
PROD00736,8901000736,Lipton Green Tea Honey Lemon 25 1L,212,1.0,Beverages,Tea,1,107,107.7,P107,Right,50,5
PROD00734,8901000734,Lipton Green Tea Honey Lemon 25 250ml,69,0.25,Beverages,Tea,1,107,107.7,P107,Right,50,5
PROD00737,8901000737,Lipton Green Tea Honey Lemon 25 2L,225,2.0,Beverages,Tea,1,107,107.7,P107,Right,50,5
PROD00735,8901000735,Lipton Green Tea Honey Lemon 25 500ml,112,0.5,Beverages,Tea,1,107,107.7,P107,Right,50,5
PROD00096,8901000096,Lipton Green Tea Honey Lemon 25 bags,125,0.04,Beverages,Tea,1,108,108.1,P108,Right,50,5
PROD00720,8901000720,Lipton Yellow Label Tea 1L,255,1.0,Beverages,Tea,1,108,108.1,P108,Right,50,5
PROD00092,8901000092,Lipton Yellow Label Tea 250g,150,0.25,Beverages,Tea,1,108,108.1,P108,Right,50,5
PROD00718,8901000718,Lipton Yellow Label Tea 250ml,82,0.25,Beverages,Tea,1,108,108.1,P108,Right,50,5
PROD00721,8901000721,Lipton Yellow Label Tea 2L,270,2.0,Beverages,Tea,1,108,108.2,P108,Right,50,5
PROD00719,8901000719,Lipton Yellow Label Tea 500ml,135,0.5,Beverages,Tea,1,108,108.2,P108,Right,50,5
PROD00752,8901000752,Organic India Tulsi Masala Chai 18 1L,374,1.0,Beverages,Tea,1,108,108.2,P108,Right,50,5
PROD00750,8901000750,Organic India Tulsi Masala Chai 18 250ml,121,0.25,Beverages,Tea,1,108,108.2,P108,Right,50,5
PROD00753,8901000753,Organic India Tulsi Masala Chai 18 2L,396,2.0,Beverages,Tea,1,108,108.3,P108,Right,50,5
PROD00751,8901000751,Organic India Tulsi Masala Chai 18 500ml,198,0.5,Beverages,Tea,1,108,108.3,P108,Right,50,5
PROD00100,8901000100,Organic India Tulsi Masala Chai 18 bags,220,0.04,Beverages,Tea,1,108,108.3,P108,Right,50,5
PROD00099,8901000099,Patanjali Herbal Tea 100g,90,0.1,Beverages,Tea,1,108,108.3,P108,Right,50,5
PROD00748,8901000748,Patanjali Herbal Tea 1L,153,1.0,Beverages,Tea,1,108,108.4,P108,Right,50,5
PROD00746,8901000746,Patanjali Herbal Tea 250ml,50,0.25,Beverages,Tea,1,108,108.4,P108,Right,50,5
PROD00749,8901000749,Patanjali Herbal Tea 2L,162,2.0,Beverages,Tea,1,108,108.4,P108,Right,50,5
PROD00747,8901000747,Patanjali Herbal Tea 500ml,81,0.5,Beverages,Tea,1,108,108.4,P108,Right,50,5
PROD00708,8901000708,Red Label Natural Care Tea 1L,476,1.0,Beverages,Tea,1,108,108.5,P108,Right,50,5
PROD00706,8901000706,Red Label Natural Care Tea 250ml,154,0.25,Beverages,Tea,1,108,108.5,P108,Right,50,5
PROD00709,8901000709,Red Label Natural Care Tea 2L,504,2.0,Beverages,Tea,1,108,108.5,P108,Right,50,5
PROD00089,8901000089,Red Label Natural Care Tea 500g,280,0.5,Beverages,Tea,1,108,108.5,P108,Right,50,5
PROD00707,8901000707,Red Label Natural Care Tea 500ml,252,0.5,Beverages,Tea,1,108,108.6,P108,Right,50,5
PROD00728,8901000728,Society Tea Premium 1L,272,1.0,Beverages,Tea,1,108,108.6,P108,Right,50,5
PROD00094,8901000094,Society Tea Premium 250g,160,0.25,Beverages,Tea,1,108,108.6,P108,Right,50,5
PROD00726,8901000726,Society Tea Premium 250ml,88,0.25,Beverages,Tea,1,108,108.6,P108,Right,50,5
PROD00729,8901000729,Society Tea Premium 2L,288,2.0,Beverages,Tea,1,108,108.7,P108,Right,50,5
PROD00727,8901000727,Society Tea Premium 500ml,144,0.5,Beverages,Tea,1,108,108.7,P108,Right,50,5
PROD00724,8901000724,Tata Tea Agni 1L,714,1.0,Beverages,Tea,1,108,108.7,P108,Right,50,5
PROD00093,8901000093,Tata Tea Agni 1kg,420,1.0,Beverages,Tea,1,108,108.7,P108,Right,50,5
PROD00722,8901000722,Tata Tea Agni 250ml,231,0.25,Beverages,Tea,1,109,109.1,P109,Right,50,5
PROD00725,8901000725,Tata Tea Agni 2L,756,2.0,Beverages,Tea,1,109,109.1,P109,Right,50,5
PROD00723,8901000723,Tata Tea Agni 500ml,378,0.5,Beverages,Tea,1,109,109.1,P109,Right,50,5
PROD00704,8901000704,Tata Tea Gold 1L,493,1.0,Beverages,Tea,1,109,109.1,P109,Right,50,5
PROD00702,8901000702,Tata Tea Gold 250ml,160,0.25,Beverages,Tea,1,109,109.2,P109,Right,50,5
PROD00705,8901000705,Tata Tea Gold 2L,522,2.0,Beverages,Tea,1,109,109.2,P109,Right,50,5
